id_pedido,fecha_pedido,id_cliente,descripcion_pedido,peso,volumen,estado_pedido
479,2022-12-09 19:02:40,48,Curabitur gravida nisi at nibh.,120,4.0,en transito
480,2022-08-19 10:22:47,90,In congue. Etiam justo.,45,1.2,cancelado
481,2024-01-21 19:04:46,129,Duis bibendum.,60,3.1,entregado
482,2024-02-21 13:44:11,144,Morbi non quam nec dui luctus rutrum. Nulla tellus.,45,5.5,en transito
483,2022-02-03 18:06:45,58,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",75,2.5,entregado
484,2023-12-22 18:46:56,13,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,90,1.2,entregado
485,2020-02-11 13:28:04,86,Sed ante. Vivamus tortor.,30,9.1,entregado
486,2022-11-12 14:49:35,35,Nam dui.,135,9.1,cancelado
487,2023-11-14 05:41:56,8,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,60,9.1,pendiente
488,2023-12-31 20:58:44,111,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",110,3.1,en transito
489,2023-08-23 23:47:37,67,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",135,8.0,cancelado
490,2023-03-14 15:21:30,145,Nulla mollis molestie lorem. Quisque ut erat.,15,4.8,en transito
491,2020-08-03 18:39:35,143,Duis mattis egestas metus. Aenean fermentum.,150,2.5,entregado
492,2023-11-05 03:43:40,141,Integer ac neque.,120,7.2,entregado
493,2022-12-26 12:17:26,56,Aenean fermentum.,120,6.0,en transito
494,2021-02-10 04:03:30,40,Pellentesque viverra pede ac diam.,45,8.0,cancelado
495,2020-07-08 20:59:06,121,Pellentesque ultrices mattis odio.,45,8.0,en transito
496,2020-08-18 21:24:03,87,Suspendisse accumsan tortor quis turpis.,120,8.0,cancelado
497,2024-01-12 16:38:55,6,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",30,7.2,en transito
498,2022-03-27 08:58:57,88,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,150,8.0,en transito
499,2021-05-02 09:43:05,64,In quis justo.,75,6.0,pendiente
500,2021-11-25 04:02:12,37,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,90,3.1,pendiente
501,2021-02-28 19:48:01,112,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,15,4.0,entregado
502,2021-08-31 10:54:05,89,Nulla ac enim.,45,7.2,pendiente
503,2024-03-16 22:05:31,121,Vestibulum rutrum rutrum neque.,120,4.0,en transito
504,2024-01-01 03:44:14,81,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",110,4.0,entregado
505,2021-07-01 12:47:26,134,Etiam pretium iaculis justo.,120,5.5,entregado
506,2024-04-03 16:18:05,128,Aenean auctor gravida sem.,75,4.0,cancelado
507,2021-05-12 06:21:05,6,Donec posuere metus vitae ipsum.,135,5.5,en transito
508,2022-12-31 23:07:23,74,Aliquam non mauris. Morbi non lectus.,90,3.1,en transito
509,2021-05-15 17:33:31,145,Donec semper sapien a libero. Nam dui.,90,9.1,cancelado
510,2022-08-01 21:07:38,38,Duis consequat dui nec nisi volutpat eleifend.,30,5.5,cancelado
511,2024-01-04 11:49:45,50,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",45,4.8,pendiente
512,2023-08-27 22:01:41,117,Proin at turpis a pede posuere nonummy.,75,1.2,pendiente
513,2020-08-25 20:35:57,51,In sagittis dui vel nisl. Duis ac nibh.,75,4.0,pendiente
514,2022-05-31 04:59:15,68,Integer a nibh. In quis justo.,45,4.8,pendiente
515,2020-08-20 03:14:52,106,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",30,6.0,entregado
516,2023-07-22 18:32:23,90,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",150,3.1,pendiente
517,2024-04-28 10:02:26,150,Nullam varius. Nulla facilisi.,150,8.0,entregado
518,2021-07-08 12:12:11,132,Nulla tellus. In sagittis dui vel nisl.,135,1.2,en transito
519,2020-11-14 02:10:38,98,Donec semper sapien a libero. Nam dui.,60,2.5,pendiente
520,2020-06-27 07:44:09,73,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",135,8.0,pendiente
521,2023-07-17 11:40:08,142,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,120,4.8,cancelado
522,2021-03-05 15:10:46,127,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",75,5.5,pendiente
523,2020-09-02 17:52:11,73,Aliquam non mauris.,15,2.5,cancelado
524,2024-04-28 09:58:15,137,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",150,3.1,entregado
525,2022-06-02 03:27:04,80,Nullam varius. Nulla facilisi.,60,5.5,pendiente
526,2022-09-21 08:33:37,3,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,120,1.2,cancelado
527,2024-04-18 18:44:57,94,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",90,1.2,entregado
528,2024-07-10 01:19:16,12,Ut tellus.,90,4.8,pendiente
529,2022-01-12 20:12:15,132,Vestibulum ac est lacinia nisi venenatis tristique.,90,1.2,pendiente
530,2022-07-09 03:28:55,122,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",15,2.5,en transito
531,2022-07-14 02:33:40,88,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",150,3.1,entregado
532,2022-09-01 10:43:33,13,Nunc nisl.,110,9.1,pendiente
533,2021-06-21 15:37:54,54,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",60,2.5,cancelado
534,2024-05-21 03:29:49,103,Etiam justo.,90,8.0,entregado
535,2020-03-14 21:14:44,91,Vestibulum rutrum rutrum neque.,30,8.0,pendiente
536,2024-12-16 13:50:50,99,Etiam vel augue.,75,7.2,en transito
537,2021-12-19 18:07:22,71,Curabitur in libero ut massa volutpat convallis.,15,1.2,pendiente
538,2022-12-20 12:29:13,14,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",60,7.2,entregado
539,2020-07-10 10:32:44,34,Ut at dolor quis odio consequat varius. Integer ac leo.,75,9.1,entregado
540,2020-04-13 15:58:24,87,Morbi non lectus.,60,6.0,entregado
541,2021-11-18 10:48:34,84,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",120,3.1,entregado
542,2021-06-12 21:29:50,115,Vestibulum ac est lacinia nisi venenatis tristique.,30,5.5,pendiente
543,2022-04-29 13:08:00,11,Phasellus id sapien in sapien iaculis congue.,15,2.5,cancelado
544,2022-03-11 07:31:09,23,Ut at dolor quis odio consequat varius.,15,7.2,en transito
545,2021-03-01 20:54:05,29,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",150,2.5,cancelado
546,2024-08-04 17:26:16,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",90,5.5,en transito
547,2024-11-30 02:28:40,123,Nunc purus.,120,8.0,entregado
548,2024-11-29 05:34:10,6,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,90,4.0,cancelado
549,2023-05-04 04:51:22,110,Pellentesque ultrices mattis odio.,120,4.8,en transito
550,2023-02-24 15:37:46,71,Sed ante. Vivamus tortor.,75,8.0,en transito
551,2020-01-23 14:37:40,135,Morbi non quam nec dui luctus rutrum.,90,4.0,cancelado
552,2021-11-08 13:21:03,144,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,60,5.5,pendiente
553,2021-06-14 15:38:51,117,Suspendisse potenti.,150,6.0,entregado
554,2024-03-04 12:15:52,13,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,30,9.1,cancelado
555,2023-06-10 09:42:05,95,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",75,2.5,pendiente
556,2022-05-29 01:00:16,16,Praesent blandit. Nam nulla.,90,3.1,en transito
557,2024-03-27 20:19:01,60,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",45,1.2,en transito
558,2023-12-17 01:25:06,139,Curabitur in libero ut massa volutpat convallis.,150,6.0,en transito
559,2021-06-22 14:03:07,40,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,75,5.5,cancelado
560,2024-09-22 05:31:58,16,Etiam vel augue.,75,4.8,entregado
561,2023-04-13 18:04:32,60,Mauris lacinia sapien quis libero.,30,8.0,cancelado
562,2021-03-09 15:04:39,142,Mauris ullamcorper purus sit amet nulla.,120,3.1,entregado
563,2022-03-15 00:05:51,115,Nunc nisl.,135,4.8,en transito
564,2022-03-21 22:54:32,120,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",110,2.5,cancelado
565,2020-11-28 00:27:05,117,Proin at turpis a pede posuere nonummy.,120,7.2,pendiente
566,2020-08-28 21:09:17,122,Duis mattis egestas metus. Aenean fermentum.,135,5.5,en transito
567,2022-04-28 16:44:04,29,Praesent id massa id nisl venenatis lacinia.,45,6.0,pendiente
568,2022-03-20 13:26:16,139,Duis mattis egestas metus.,45,1.2,en transito
569,2021-05-05 10:05:31,142,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",90,4.0,en transito
570,2024-02-25 08:04:37,99,Nulla nisl.,30,6.0,pendiente
571,2021-05-22 23:33:29,10,Duis bibendum. Morbi non quam nec dui luctus rutrum.,110,2.5,en transito
572,2024-01-23 03:31:01,38,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",150,8.0,entregado
573,2022-04-27 10:26:04,11,Sed ante. Vivamus tortor.,15,4.8,entregado
574,2023-12-16 13:04:59,5,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",135,2.5,pendiente
575,2021-08-26 21:14:27,92,Suspendisse accumsan tortor quis turpis.,30,2.5,entregado
576,2021-01-17 23:52:11,111,Curabitur in libero ut massa volutpat convallis.,90,1.2,entregado
577,2023-08-12 04:04:44,133,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",110,3.1,en transito
578,2020-05-30 12:18:14,125,Sed accumsan felis. Ut at dolor quis odio consequat varius.,30,8.0,entregado
579,2023-10-11 10:14:03,60,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",110,3.1,cancelado
580,2020-02-17 06:40:38,137,Aenean lectus.,120,7.2,en transito
581,2022-11-21 12:06:30,84,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",45,8.0,pendiente
582,2021-04-22 17:50:57,137,Nulla tempus.,60,7.2,cancelado
583,2021-10-11 06:19:06,100,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",30,1.2,entregado
584,2023-08-25 05:30:27,110,Morbi vel lectus in quam fringilla rhoncus.,135,4.8,en transito
585,2022-08-29 12:09:22,85,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,90,2.5,entregado
586,2020-03-13 15:05:07,64,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",60,2.5,pendiente
587,2021-01-23 18:15:59,88,Nullam varius.,135,9.1,pendiente
588,2024-12-07 14:14:21,45,Vivamus in felis eu sapien cursus vestibulum.,135,3.1,en transito
589,2022-04-12 21:04:36,118,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,45,1.2,en transito
590,2020-05-07 08:24:29,27,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,30,2.5,cancelado
591,2022-08-10 02:14:54,98,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,135,2.5,pendiente
592,2023-07-07 10:35:10,142,In hac habitasse platea dictumst.,110,9.1,cancelado
593,2023-10-25 09:33:12,144,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",15,6.0,en transito
594,2021-07-24 13:42:58,25,Nullam varius. Nulla facilisi.,15,8.0,cancelado
595,2021-04-20 04:07:42,4,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,110,4.8,entregado
596,2024-02-18 12:12:41,45,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",120,6.0,en transito
597,2021-03-12 10:25:34,22,Nunc nisl.,75,6.0,en transito
598,2020-06-09 05:08:35,121,Suspendisse potenti.,110,6.0,en transito
599,2023-05-21 05:15:35,65,Donec quis orci eget orci vehicula condimentum.,90,4.8,entregado
600,2020-08-22 05:16:47,5,Aliquam erat volutpat.,150,1.2,cancelado
601,2024-02-25 22:24:43,116,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",135,4.8,entregado
602,2020-03-08 09:51:17,14,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",75,5.5,entregado
603,2021-11-12 02:59:46,96,Aenean fermentum.,135,9.1,cancelado
604,2020-07-29 07:04:23,41,Nullam molestie nibh in lectus. Pellentesque at nulla.,45,2.5,pendiente
605,2023-06-27 04:32:54,68,Integer tincidunt ante vel ipsum.,120,3.1,entregado
606,2021-12-03 16:10:46,31,Maecenas ut massa quis augue luctus tincidunt.,60,4.8,entregado
607,2021-12-09 15:41:01,93,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",45,8.0,cancelado
608,2020-03-25 08:22:24,54,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",120,4.8,cancelado
609,2020-08-30 11:45:29,12,Curabitur at ipsum ac tellus semper interdum.,120,1.2,en transito
610,2021-05-15 23:57:33,141,Ut at dolor quis odio consequat varius.,15,3.1,pendiente
611,2023-05-11 04:10:28,103,Phasellus in felis.,110,8.0,cancelado
612,2024-11-11 10:22:17,119,In hac habitasse platea dictumst.,150,4.8,cancelado
613,2021-04-24 19:59:57,133,Nullam molestie nibh in lectus.,150,3.1,cancelado
614,2021-05-02 21:26:00,31,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,75,4.8,pendiente
615,2022-03-24 07:24:23,97,Nulla ut erat id mauris vulputate elementum.,135,5.5,pendiente
616,2023-05-17 05:09:01,121,Morbi a ipsum.,150,6.0,entregado
617,2022-05-14 06:40:25,18,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",30,6.0,entregado
618,2023-03-25 08:39:18,112,In quis justo.,15,8.0,pendiente
619,2021-09-04 06:48:15,122,Ut at dolor quis odio consequat varius. Integer ac leo.,90,3.1,en transito
620,2021-08-04 15:40:11,40,Cras non velit nec nisi vulputate nonummy.,90,6.0,en transito
621,2022-01-24 00:46:21,14,Aenean lectus. Pellentesque eget nunc.,90,6.0,cancelado
622,2021-01-11 23:44:59,97,Aliquam erat volutpat.,75,7.2,en transito
623,2021-06-26 03:40:50,117,Praesent blandit.,30,4.0,entregado
624,2021-09-06 13:49:12,85,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,150,1.2,pendiente
625,2023-10-27 18:22:19,48,Nunc nisl.,135,4.0,entregado
626,2023-07-23 04:40:48,48,Vivamus in felis eu sapien cursus vestibulum.,110,4.8,en transito
627,2021-03-25 12:01:49,86,Phasellus sit amet erat.,150,1.2,en transito
628,2023-11-23 10:06:55,28,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",60,2.5,en transito
629,2023-10-29 13:05:25,110,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,60,6.0,en transito
630,2024-04-01 21:11:52,41,Nullam varius. Nulla facilisi.,15,2.5,entregado
631,2021-04-26 22:03:49,20,Aliquam erat volutpat.,30,8.0,en transito
632,2021-06-07 13:00:00,59,Nulla tellus. In sagittis dui vel nisl.,135,2.5,pendiente
633,2021-12-16 20:59:45,134,Etiam vel augue. Vestibulum rutrum rutrum neque.,45,3.1,entregado
634,2021-10-01 23:44:12,106,Integer ac neque. Duis bibendum.,60,7.2,cancelado
635,2022-08-21 21:37:20,115,Nulla ac enim.,90,9.1,pendiente
636,2024-12-18 23:44:28,59,Integer ac neque.,60,2.5,pendiente
637,2023-08-17 00:52:58,25,Donec semper sapien a libero.,120,1.2,cancelado
638,2022-06-20 03:01:26,24,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",150,7.2,pendiente
639,2022-11-10 14:08:24,28,Maecenas ut massa quis augue luctus tincidunt.,120,3.1,en transito
640,2021-05-07 06:43:01,146,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",150,4.8,entregado
641,2022-08-04 12:44:49,40,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,30,9.1,cancelado
642,2022-06-04 09:49:48,31,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",15,3.1,entregado
643,2023-11-17 12:40:43,96,Quisque porta volutpat erat.,30,1.2,en transito
644,2022-06-23 23:20:14,92,Nulla facilisi.,45,2.5,en transito
645,2020-04-12 22:21:48,68,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",15,5.5,pendiente
646,2023-11-27 11:26:00,93,In congue.,75,9.1,en transito
647,2022-04-21 12:30:42,131,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",120,6.0,cancelado
648,2021-03-27 01:52:58,33,In hac habitasse platea dictumst.,60,2.5,pendiente
649,2020-05-11 19:45:02,20,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",30,9.1,en transito
650,2023-10-12 04:55:27,142,Duis mattis egestas metus. Aenean fermentum.,30,4.0,pendiente
651,2020-04-02 06:53:51,11,Donec quis orci eget orci vehicula condimentum.,75,7.2,en transito
652,2023-03-04 11:18:03,77,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",135,6.0,cancelado
653,2020-10-28 17:50:29,31,Nulla suscipit ligula in lacus.,15,5.5,pendiente
654,2021-09-26 23:52:06,105,Etiam vel augue. Vestibulum rutrum rutrum neque.,45,2.5,entregado
655,2021-04-06 10:06:46,83,Aliquam non mauris. Morbi non lectus.,110,2.5,entregado
656,2022-05-16 16:08:31,79,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,90,5.5,entregado
657,2020-02-19 06:25:00,26,Aenean sit amet justo. Morbi ut odio.,90,3.1,en transito
658,2023-05-13 22:20:37,40,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",150,1.2,en transito
659,2021-10-30 14:41:34,51,Sed ante.,60,4.0,cancelado
660,2024-11-19 07:43:40,10,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",60,6.0,cancelado
661,2023-05-12 01:06:44,142,Donec vitae nisi.,30,1.2,pendiente
662,2020-07-17 02:04:47,2,Mauris ullamcorper purus sit amet nulla.,15,7.2,cancelado
663,2020-07-03 10:58:48,29,Etiam justo. Etiam pretium iaculis justo.,45,9.1,pendiente
664,2020-07-20 22:19:45,20,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",30,1.2,cancelado
665,2022-05-07 08:50:25,131,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",60,5.5,pendiente
666,2023-11-09 07:58:18,16,Duis ac nibh.,15,1.2,cancelado
667,2022-03-02 04:12:19,150,Donec posuere metus vitae ipsum.,60,4.8,cancelado
668,2020-06-15 11:02:38,5,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",150,1.2,pendiente
669,2024-04-24 22:08:49,70,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,75,1.2,cancelado
670,2021-06-01 03:10:00,34,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",75,3.1,cancelado
671,2022-03-02 17:55:21,48,Nulla ut erat id mauris vulputate elementum.,15,6.0,cancelado
672,2022-06-18 10:53:06,52,In hac habitasse platea dictumst.,150,1.2,pendiente
673,2021-08-29 12:30:00,9,Morbi ut odio.,15,9.1,pendiente
674,2022-02-07 14:50:25,19,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,135,4.8,cancelado
675,2024-05-04 14:45:33,42,Aenean lectus. Pellentesque eget nunc.,45,2.5,cancelado
676,2024-06-30 21:23:16,85,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",150,1.2,en transito
677,2024-02-04 14:40:16,62,Integer ac neque.,15,4.0,en transito
678,2023-09-01 00:33:59,90,Aliquam non mauris.,30,1.2,cancelado
679,2023-01-29 06:53:54,13,Curabitur in libero ut massa volutpat convallis.,45,5.5,entregado
680,2023-12-28 21:51:17,82,Suspendisse potenti.,110,2.5,en transito
681,2024-08-02 22:08:33,129,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",90,7.2,en transito
682,2020-02-08 08:02:07,103,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",135,8.0,pendiente
683,2020-02-06 05:10:00,94,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",150,1.2,entregado
684,2020-03-25 11:10:01,25,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",150,2.5,pendiente
685,2020-07-01 05:27:56,126,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",120,4.0,pendiente
686,2022-01-02 18:39:52,29,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,120,9.1,entregado
687,2022-12-05 10:31:07,12,Vivamus vel nulla eget eros elementum pellentesque.,30,6.0,cancelado
688,2020-05-20 21:26:16,131,Suspendisse potenti.,15,8.0,pendiente
689,2022-02-05 09:14:47,47,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",45,5.5,cancelado
690,2021-06-04 14:27:36,98,Pellentesque ultrices mattis odio. Donec vitae nisi.,90,6.0,pendiente
691,2023-07-26 05:27:48,22,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",150,9.1,pendiente
692,2024-07-16 04:16:49,5,In congue. Etiam justo.,90,8.0,en transito
693,2022-02-21 12:52:17,146,Donec semper sapien a libero.,45,4.8,pendiente
694,2020-08-06 08:05:38,47,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",135,8.0,entregado
695,2020-11-10 01:01:16,8,Suspendisse potenti. In eleifend quam a odio.,30,5.5,cancelado
696,2021-02-13 08:30:13,131,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",90,3.1,pendiente
697,2021-10-11 11:08:21,78,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",110,3.1,cancelado
698,2024-08-30 03:21:54,82,In hac habitasse platea dictumst.,135,5.5,pendiente
699,2022-09-30 09:50:08,110,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",15,9.1,entregado
700,2020-04-12 12:53:38,21,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",30,5.5,en transito
701,2021-12-29 19:09:29,124,Nulla tellus.,110,9.1,entregado
702,2020-06-15 05:51:52,77,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",150,3.1,pendiente
703,2023-07-22 17:44:22,72,Vivamus in felis eu sapien cursus vestibulum.,110,2.5,cancelado
704,2021-11-07 09:53:01,81,Integer ac leo.,45,4.8,entregado
705,2022-08-31 21:24:07,110,Suspendisse potenti.,60,5.5,cancelado
706,2023-06-15 17:56:33,55,Morbi ut odio.,120,9.1,cancelado
707,2022-04-03 05:29:57,57,In quis justo.,15,6.0,entregado
708,2021-05-18 04:44:42,24,Quisque ut erat.,90,3.1,entregado
709,2024-09-05 15:38:24,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",110,4.0,entregado
710,2020-08-24 18:15:52,64,Duis mattis egestas metus.,90,7.2,cancelado
711,2021-10-24 18:43:51,75,Aenean auctor gravida sem.,150,7.2,pendiente
712,2024-09-22 20:48:02,78,Etiam vel augue. Vestibulum rutrum rutrum neque.,75,1.2,pendiente
713,2023-04-24 00:23:47,30,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",150,9.1,pendiente
714,2021-11-01 18:18:59,50,In eleifend quam a odio.,60,8.0,pendiente
715,2024-11-24 09:13:00,72,Integer ac leo.,45,4.0,pendiente
716,2022-12-25 13:41:55,27,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,15,6.0,cancelado
717,2022-08-25 09:39:56,60,Nulla tellus. In sagittis dui vel nisl.,135,1.2,en transito
718,2024-09-02 02:53:27,45,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",30,7.2,pendiente
719,2023-07-27 14:21:46,102,In sagittis dui vel nisl. Duis ac nibh.,60,2.5,entregado
720,2023-06-15 22:45:08,119,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",135,9.1,entregado
721,2023-03-28 15:30:09,49,Etiam vel augue.,45,2.5,en transito
722,2023-06-27 00:36:19,116,Phasellus sit amet erat. Nulla tempus.,30,2.5,en transito
723,2020-03-02 21:12:08,8,Integer non velit.,60,3.1,entregado
724,2023-05-26 19:07:25,61,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",90,4.8,cancelado
725,2020-05-26 00:04:40,111,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",110,7.2,pendiente
726,2021-03-11 03:53:36,30,Proin at turpis a pede posuere nonummy. Integer non velit.,110,9.1,entregado
727,2024-03-04 12:39:06,143,Ut at dolor quis odio consequat varius.,90,1.2,entregado
728,2023-10-15 10:06:52,51,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,15,8.0,entregado
