id_mantenimiento,id_vehiculo,fecha_mantenimiento,tipo_mantenimiento,descripcion_mantenimiento,costo_mantenimiento
491,3,2023-09-10 05:21:08,preventivo,Curabitur at ipsum ac tellus semper interdum.,293691.31
492,7,2022-12-09 06:40:39,preventivo,Cras in purus eu magna vulputate luctus.,276677.73
493,7,2020-02-18 12:38:45,preventivo,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",146407.57
494,4,2024-03-01 13:18:50,preventivo,Integer ac leo.,121790.98
495,3,2024-07-03 06:50:51,correctivo,Vivamus tortor.,158183.25
496,2,2020-07-09 18:33:26,preventivo,Vivamus tortor. Duis mattis egestas metus.,32206.7
497,9,2021-03-20 21:12:57,correctivo,Proin at turpis a pede posuere nonummy. Integer non velit.,348718.8
498,3,2022-04-19 18:13:59,correctivo,Donec posuere metus vitae ipsum.,265396.22
499,10,2021-01-25 04:28:59,correctivo,Suspendisse potenti.,225639.17
500,9,2024-07-07 23:02:44,preventivo,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",57855.59
501,2,2020-07-06 00:45:29,preventivo,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",130408.56
502,7,2020-02-26 07:50:55,correctivo,Vivamus tortor. Duis mattis egestas metus.,170732.14
503,3,2020-02-24 08:43:54,correctivo,Aliquam erat volutpat.,12067.65
504,5,2020-01-30 11:48:56,correctivo,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",100789.65
505,9,2021-04-01 23:05:02,preventivo,Suspendisse accumsan tortor quis turpis.,75700.37
506,7,2024-08-06 06:56:40,correctivo,Nulla justo.,90859.84
507,3,2024-07-18 22:24:50,preventivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,329441.04
508,5,2020-06-20 16:38:45,preventivo,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",96105.85
509,1,2023-06-16 13:28:27,correctivo,Nunc rhoncus dui vel sem.,14804.54
510,5,2021-08-16 10:01:17,correctivo,Curabitur gravida nisi at nibh.,265912.81
511,1,2023-07-30 08:30:51,preventivo,Nunc purus.,24861.3
512,1,2024-09-03 21:53:21,preventivo,Donec semper sapien a libero. Nam dui.,31434.09
513,6,2022-02-17 02:52:46,preventivo,Sed accumsan felis.,19716.8
514,10,2024-07-05 09:41:49,preventivo,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,137318.07
515,9,2022-09-11 14:23:02,preventivo,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",28864.84
516,4,2023-01-27 06:00:02,correctivo,In hac habitasse platea dictumst.,153915.53
517,2,2020-02-03 09:04:24,preventivo,Donec quis orci eget orci vehicula condimentum.,265665.04
518,6,2021-10-09 01:11:10,correctivo,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,244283.16
519,9,2022-09-09 22:01:45,preventivo,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",315786.41
520,10,2022-12-30 17:59:08,preventivo,Proin at turpis a pede posuere nonummy.,312076.82
521,9,2023-09-27 22:21:55,correctivo,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",184759.42
522,2,2021-05-12 08:57:11,preventivo,Nullam varius. Nulla facilisi.,341508.62
523,2,2020-02-09 02:02:38,correctivo,Aliquam sit amet diam in magna bibendum imperdiet.,107993.44
524,9,2021-09-01 16:36:36,preventivo,In eleifend quam a odio. In hac habitasse platea dictumst.,347070.22
525,8,2022-09-12 11:28:16,preventivo,Suspendisse potenti. In eleifend quam a odio.,263706.56
526,8,2024-01-26 10:44:02,preventivo,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",341080.11
527,4,2022-09-20 14:48:19,preventivo,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",154636.41
528,7,2021-04-10 21:31:01,correctivo,Suspendisse potenti. In eleifend quam a odio.,103819.99
529,3,2022-05-12 11:16:09,correctivo,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",197165.07
530,4,2021-04-15 06:26:13,correctivo,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",95213.27
531,10,2020-09-30 08:37:01,preventivo,Aenean fermentum.,61571.56
532,3,2020-01-29 06:53:03,correctivo,Aliquam sit amet diam in magna bibendum imperdiet.,190983.49
533,9,2021-08-12 10:36:19,preventivo,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,300070.31
534,2,2022-04-21 00:19:02,preventivo,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",334613.88
535,10,2023-09-14 21:24:08,correctivo,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,55215.37
536,5,2020-01-31 17:03:03,preventivo,In sagittis dui vel nisl. Duis ac nibh.,325009.31
537,8,2021-10-01 15:18:11,preventivo,In hac habitasse platea dictumst.,94785.18
538,5,2022-06-28 14:29:49,correctivo,Integer ac neque. Duis bibendum.,327306.43
539,9,2020-05-10 04:00:39,preventivo,Nunc rhoncus dui vel sem. Sed sagittis.,294933.63
540,3,2022-02-08 03:29:18,preventivo,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,181154.85
541,5,2024-12-06 20:36:58,preventivo,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",107436.17
542,7,2022-09-22 09:29:06,correctivo,In blandit ultrices enim.,296815.89
543,2,2022-03-09 18:55:18,preventivo,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",348387.47
544,6,2020-12-17 01:02:44,correctivo,Etiam faucibus cursus urna. Ut tellus.,199859.95
545,2,2022-03-06 01:47:01,preventivo,Nam tristique tortor eu pede.,288300.24
546,1,2021-05-28 21:16:02,preventivo,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",325635.4
547,10,2022-03-05 10:30:07,correctivo,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",27927.83
548,3,2021-03-18 12:16:01,preventivo,In hac habitasse platea dictumst.,216068.74
549,10,2020-08-01 01:30:38,correctivo,Proin risus. Praesent lectus.,76398.05
550,9,2024-05-12 19:47:46,preventivo,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",105435.49
551,6,2024-05-04 03:27:31,preventivo,Nulla nisl.,86043.62
552,9,2024-02-25 21:43:40,correctivo,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",271935.8
553,10,2021-07-26 22:45:55,preventivo,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,92572.0
554,9,2021-10-13 12:18:52,preventivo,Pellentesque at nulla.,68581.0
555,6,2021-08-28 09:45:27,preventivo,Duis consequat dui nec nisi volutpat eleifend.,114198.58
556,1,2020-11-22 00:25:54,correctivo,Nam tristique tortor eu pede.,212177.22
557,9,2022-09-15 14:51:05,correctivo,In hac habitasse platea dictumst.,345944.88
558,1,2020-10-11 00:38:43,preventivo,In quis justo.,284290.52
559,8,2022-04-01 22:43:24,correctivo,In eleifend quam a odio.,46024.63
560,8,2020-04-28 20:16:50,preventivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",93047.68
561,1,2022-11-01 23:27:01,correctivo,Vivamus vel nulla eget eros elementum pellentesque.,288350.79
562,2,2021-01-26 06:46:40,correctivo,Proin risus. Praesent lectus.,102337.02
563,5,2022-04-18 20:05:35,preventivo,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,87451.03
564,9,2023-01-19 18:22:00,preventivo,Sed sagittis.,51530.68
565,6,2023-07-29 12:08:58,preventivo,Morbi a ipsum. Integer a nibh.,313154.46
566,3,2023-01-30 06:52:33,preventivo,Donec quis orci eget orci vehicula condimentum.,40952.59
567,4,2024-10-29 14:56:08,preventivo,Vivamus in felis eu sapien cursus vestibulum.,220668.34
568,9,2020-11-21 09:05:13,correctivo,In sagittis dui vel nisl. Duis ac nibh.,205130.78
569,2,2023-07-06 23:50:27,preventivo,In sagittis dui vel nisl. Duis ac nibh.,266476.65
570,1,2024-03-07 20:55:03,preventivo,Ut at dolor quis odio consequat varius. Integer ac leo.,59174.68
571,10,2021-10-04 11:06:22,correctivo,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,338158.13
572,1,2022-01-25 22:03:42,correctivo,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",52141.79
573,8,2024-07-26 21:33:01,preventivo,Curabitur in libero ut massa volutpat convallis.,72051.47
574,5,2023-12-20 19:29:15,preventivo,Proin eu mi. Nulla ac enim.,218000.1
575,8,2024-01-18 22:41:35,preventivo,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,88593.81
576,7,2021-03-12 00:01:31,correctivo,Etiam faucibus cursus urna.,145996.29
577,6,2023-05-23 14:01:27,preventivo,Duis mattis egestas metus.,228493.1
578,7,2023-12-26 03:50:57,correctivo,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,222275.42
579,2,2021-06-27 22:44:59,preventivo,Nullam varius.,137971.23
580,3,2024-04-07 04:20:23,preventivo,Duis aliquam convallis nunc.,305658.4
581,2,2024-09-09 15:26:59,preventivo,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",254306.82
582,3,2023-10-24 16:32:18,correctivo,Suspendisse potenti.,30836.35
583,6,2023-05-11 21:03:32,correctivo,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,345860.74
584,3,2023-02-12 15:03:18,preventivo,Vestibulum ac est lacinia nisi venenatis tristique.,340875.92
585,10,2023-09-26 23:58:06,preventivo,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",46137.78
586,9,2020-10-08 22:45:19,preventivo,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",305901.69
587,5,2024-02-02 05:39:06,correctivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",14036.76
588,7,2020-01-16 06:22:10,preventivo,Donec posuere metus vitae ipsum. Aliquam non mauris.,124927.86
589,6,2020-05-13 18:40:46,preventivo,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",115555.57
590,3,2023-03-06 21:53:08,correctivo,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",220610.29
591,8,2023-04-09 18:07:59,correctivo,Suspendisse accumsan tortor quis turpis.,264788.53
592,6,2020-09-22 07:03:06,correctivo,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",67301.76
593,8,2023-08-19 01:46:34,correctivo,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",14554.75
594,6,2020-08-28 18:03:27,preventivo,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",238951.36
595,4,2023-01-11 03:38:36,preventivo,Nulla tellus. In sagittis dui vel nisl.,120677.78
596,1,2024-08-15 19:48:25,correctivo,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,341695.14
597,5,2022-03-07 05:22:46,preventivo,Sed accumsan felis.,171153.82
598,3,2024-06-03 15:02:25,preventivo,Quisque porta volutpat erat.,165294.14
599,10,2021-06-30 18:02:41,preventivo,Proin eu mi. Nulla ac enim.,51646.22
600,5,2024-09-16 01:32:44,preventivo,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,59483.25
601,5,2021-11-05 14:56:11,preventivo,Nam nulla.,102217.26
602,8,2024-07-10 10:12:45,correctivo,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",100172.35
603,5,2021-01-01 15:57:34,preventivo,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",148756.37
604,5,2022-01-05 02:55:57,correctivo,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,213211.69
605,9,2023-12-31 10:39:57,correctivo,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",268738.33
606,2,2022-01-15 20:25:11,correctivo,Nullam varius.,129653.06
607,5,2020-10-07 03:55:49,correctivo,Etiam faucibus cursus urna. Ut tellus.,209126.77
608,2,2021-11-16 00:56:50,correctivo,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,263527.37
609,1,2023-11-19 18:59:35,preventivo,Morbi non quam nec dui luctus rutrum.,73637.07
610,3,2023-09-23 15:13:21,correctivo,Curabitur in libero ut massa volutpat convallis.,195182.93
611,9,2023-01-26 20:38:28,preventivo,Mauris ullamcorper purus sit amet nulla.,325509.68
612,2,2022-12-14 01:47:51,correctivo,Donec ut mauris eget massa tempor convallis.,20379.02
613,1,2023-02-25 00:51:14,correctivo,Phasellus sit amet erat.,234609.37
614,5,2022-12-07 17:40:00,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",173889.76
615,5,2024-10-14 17:41:58,correctivo,Phasellus sit amet erat. Nulla tempus.,43509.52
616,4,2021-03-15 12:23:06,preventivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",39069.57
617,10,2020-01-01 20:34:01,correctivo,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",294692.2
618,4,2020-12-12 18:13:30,preventivo,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,69982.14
619,5,2024-11-19 15:16:38,correctivo,Nunc purus. Phasellus in felis.,177903.5
620,3,2023-01-05 20:37:24,preventivo,Fusce posuere felis sed lacus.,122041.08
621,9,2023-03-23 14:39:31,correctivo,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,19184.17
622,3,2023-02-13 09:03:36,preventivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",31469.84
623,4,2022-02-09 20:33:39,correctivo,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,63180.75
624,10,2023-07-09 13:54:26,preventivo,Morbi non lectus.,214939.77
625,1,2023-08-19 02:29:42,preventivo,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",35846.96
626,8,2024-12-20 10:07:34,preventivo,In hac habitasse platea dictumst.,87664.81
627,7,2024-09-09 07:52:58,correctivo,Donec dapibus. Duis at velit eu est congue elementum.,215738.06
628,3,2020-06-29 15:44:46,correctivo,Nulla nisl. Nunc nisl.,102072.47
629,4,2020-04-10 09:03:29,preventivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",177158.65
630,10,2024-09-15 11:19:03,preventivo,Integer tincidunt ante vel ipsum.,133975.28
631,7,2024-07-22 17:43:43,preventivo,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",130042.95
632,6,2020-06-25 08:49:41,correctivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",66621.13
633,5,2023-08-21 18:11:05,correctivo,In sagittis dui vel nisl. Duis ac nibh.,172731.27
634,6,2022-11-27 00:47:18,preventivo,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,234936.12
635,5,2021-07-20 04:55:17,preventivo,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,326239.01
636,8,2022-08-20 01:45:16,preventivo,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",274244.28
637,2,2020-03-03 23:44:01,correctivo,In hac habitasse platea dictumst.,344422.72
638,1,2024-07-07 23:54:33,correctivo,Curabitur at ipsum ac tellus semper interdum.,21139.79
639,7,2023-10-14 05:20:45,correctivo,Nunc purus. Phasellus in felis.,260020.35
640,4,2021-07-22 15:57:17,preventivo,Vestibulum sed magna at nunc commodo placerat.,317974.1
641,4,2022-07-09 18:34:17,correctivo,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,13669.88
642,10,2024-02-09 20:46:49,preventivo,Cras non velit nec nisi vulputate nonummy.,23786.15
643,5,2021-05-31 15:22:49,correctivo,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",271268.64
644,1,2021-08-29 08:38:47,correctivo,Suspendisse potenti. Nullam porttitor lacus at turpis.,85962.66
645,2,2022-04-23 10:41:09,preventivo,Nulla mollis molestie lorem.,266828.18
646,7,2023-08-22 14:59:28,preventivo,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",206306.6
647,4,2024-04-05 18:07:05,correctivo,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",254832.18
648,8,2022-01-24 03:25:32,preventivo,Sed accumsan felis.,304933.27
649,8,2021-06-29 12:01:25,correctivo,Aenean sit amet justo. Morbi ut odio.,23956.19
650,7,2020-11-22 07:55:48,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",226994.61
651,9,2024-06-17 09:57:04,preventivo,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",33512.64
652,4,2022-11-26 04:10:04,preventivo,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,132684.7
653,4,2022-09-28 03:38:08,preventivo,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,182354.98
654,9,2024-11-17 16:20:19,correctivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",177548.92
655,10,2021-09-24 23:42:44,correctivo,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,342565.58
656,5,2023-12-27 18:48:19,correctivo,Integer tincidunt ante vel ipsum.,111329.71
657,1,2023-05-29 09:31:19,correctivo,Sed accumsan felis. Ut at dolor quis odio consequat varius.,78893.0
658,3,2023-03-20 03:59:45,correctivo,Quisque id justo sit amet sapien dignissim vestibulum.,190524.44
659,7,2021-01-24 07:54:17,correctivo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",231694.34
660,6,2024-05-27 12:04:19,correctivo,Nullam varius.,32917.54
661,3,2023-11-11 00:45:14,correctivo,Etiam pretium iaculis justo.,313266.1
662,1,2021-11-15 20:55:42,preventivo,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",106845.36
663,9,2024-07-12 04:53:52,correctivo,Nunc purus.,164026.45
664,3,2022-07-27 15:05:42,preventivo,Cras in purus eu magna vulputate luctus.,16153.73
665,9,2024-05-18 01:45:34,preventivo,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",289947.77
666,7,2020-07-24 22:43:04,correctivo,Integer a nibh. In quis justo.,342583.24
667,9,2021-10-24 18:57:06,preventivo,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",295957.35
668,3,2024-04-17 03:27:25,correctivo,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,210283.24
669,6,2023-04-18 14:49:42,correctivo,Nulla mollis molestie lorem.,153867.34
670,3,2024-02-10 11:53:45,correctivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,34736.88
671,2,2020-12-23 19:13:09,preventivo,Morbi vel lectus in quam fringilla rhoncus.,157628.22
672,4,2020-02-12 01:22:14,preventivo,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,237117.86
673,3,2020-07-11 02:33:27,correctivo,Cras non velit nec nisi vulputate nonummy.,98118.41
674,4,2024-08-27 09:10:00,correctivo,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",34968.27
675,6,2024-01-30 21:53:36,preventivo,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",81945.8
676,10,2024-11-03 15:03:54,correctivo,Nullam sit amet turpis elementum ligula vehicula consequat.,185275.11
677,3,2021-09-21 04:16:57,correctivo,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",66938.52
678,3,2023-12-31 02:01:03,correctivo,Etiam pretium iaculis justo.,78098.71
679,6,2024-01-22 22:28:23,correctivo,Integer ac leo.,135361.01
680,7,2024-10-21 06:06:37,preventivo,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",303352.74
681,8,2023-02-02 22:39:12,correctivo,Mauris sit amet eros.,88639.7
682,1,2020-03-01 19:55:15,preventivo,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",43071.44
683,5,2023-05-16 06:30:36,preventivo,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,212530.08
684,9,2021-09-24 18:47:09,preventivo,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",316938.38
685,2,2023-05-06 19:19:51,correctivo,Suspendisse potenti.,221372.95
686,5,2022-01-12 11:28:08,correctivo,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,309953.54
687,6,2020-07-21 22:41:08,preventivo,In hac habitasse platea dictumst.,259900.34
688,2,2024-06-10 11:47:17,correctivo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",154415.71
689,7,2022-06-27 12:22:39,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",36755.78
690,10,2020-12-04 16:37:40,preventivo,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",136815.04
691,3,2024-05-22 14:12:43,preventivo,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",296081.24
692,8,2024-03-14 04:28:24,preventivo,Donec ut dolor.,24038.07
693,2,2021-01-04 12:00:51,preventivo,Morbi non quam nec dui luctus rutrum.,79997.87
694,3,2024-04-04 18:41:05,preventivo,Etiam pretium iaculis justo.,87715.11
695,3,2020-05-13 03:33:24,correctivo,Donec quis orci eget orci vehicula condimentum.,199050.18
696,5,2021-05-14 23:08:25,correctivo,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,28384.72
697,1,2023-12-08 01:07:15,preventivo,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",224595.46
698,3,2023-02-19 06:20:54,correctivo,Donec ut mauris eget massa tempor convallis.,157998.37
699,1,2023-12-07 04:52:49,correctivo,Cras in purus eu magna vulputate luctus.,241492.83
700,7,2022-07-27 13:59:55,preventivo,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",315724.65
701,10,2023-08-27 05:51:45,correctivo,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",177423.54
702,1,2021-11-23 13:16:33,correctivo,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",229913.59
703,7,2022-03-22 23:09:06,preventivo,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",297660.88
704,5,2022-08-19 08:36:19,correctivo,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",73247.68
705,7,2023-06-02 09:13:49,preventivo,Duis mattis egestas metus.,38347.8
706,6,2020-05-12 23:25:37,preventivo,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",47947.25
707,2,2023-07-18 07:15:22,preventivo,Proin risus.,333223.33
708,8,2023-02-14 08:49:52,preventivo,Nulla suscipit ligula in lacus.,72771.44
709,8,2024-11-16 14:54:51,correctivo,Donec vitae nisi.,118511.16
710,4,2021-05-15 06:23:58,correctivo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",308842.77
711,4,2021-06-04 01:44:09,preventivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",28128.09
712,2,2020-08-28 13:29:01,preventivo,Nunc purus. Phasellus in felis.,318109.08
713,6,2021-04-02 05:39:15,correctivo,Praesent blandit lacinia erat.,122623.46
714,6,2024-11-03 13:32:22,correctivo,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",171199.51
715,7,2020-08-17 12:51:41,preventivo,Aenean sit amet justo. Morbi ut odio.,98967.79
716,10,2021-11-14 15:07:56,correctivo,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",317143.37
717,6,2022-10-02 09:45:02,correctivo,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",338228.98
718,5,2023-12-21 02:16:08,correctivo,Suspendisse potenti.,91105.69
719,3,2024-11-08 01:55:38,preventivo,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",126009.56
720,4,2024-09-14 19:17:29,correctivo,Proin interdum mauris non ligula pellentesque ultrices.,236829.66
721,4,2020-08-29 21:56:06,preventivo,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,168466.96
722,1,2020-08-23 01:35:16,preventivo,Sed accumsan felis.,285303.44
723,3,2021-06-05 11:47:39,preventivo,Donec ut mauris eget massa tempor convallis.,240828.65
724,4,2020-11-14 00:48:32,correctivo,Sed accumsan felis.,115437.58
725,3,2021-09-23 04:06:24,preventivo,Etiam faucibus cursus urna. Ut tellus.,315040.08
726,4,2024-07-16 23:57:30,correctivo,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",47594.46
727,5,2023-03-21 01:13:17,preventivo,Ut tellus. Nulla ut erat id mauris vulputate elementum.,186786.9
